model,transparency,flux_phi0,critical_current_normalized,critical_current_zero_field
AB,0.99,8.318318318318319,0.050073243452988435,1.5550508657667088
AB,0.99,8.338338338338339,0.051870119525160935,1.5550508657667088
AB,0.99,8.358358358358359,0.05345376154764956,1.5550508657667088
AB,0.99,8.378378378378379,0.054818960492304156,1.5550508657667088
AB,0.99,8.398398398398399,0.05596138890534919,1.5550508657667088
AB,0.99,8.418418418418419,0.05687761365972871,1.5550508657667088
AB,0.99,8.438438438438439,0.05756510516014584,1.5550508657667088
AB,0.99,8.458458458458459,0.058022242981399956,1.5550508657667088
AB,0.99,8.478478478478479,0.058248317934549126,1.5550508657667088
AB,0.99,8.498498498498499,0.05824353056930358,1.5550508657667088
AB,0.99,8.518518518518519,0.05800898613484378,1.5550508657667088
AB,0.99,8.538538538538539,0.05754668603489532,1.5550508657667088
AB,0.99,8.558558558558559,0.0568595158263328,1.5550508657667088
AB,0.99,8.578578578578579,0.05595122982377516,1.5550508657667088
AB,0.99,8.598598598598599,0.054826432385523684,1.5550508657667088
AB,0.99,8.618618618618619,0.05349055596873611,1.5550508657667088
AB,0.99,8.63863863863864,0.05194983605387523,1.5550508657667088
AB,0.99,8.65865865865866,0.05021128305017622,1.5550508657667088
AB,0.99,8.67867867867868,0.048282651305097395,1.5550508657667088
AB,0.99,8.6986986986987,0.04617240535141499,1.5550508657667088
AB,0.99,8.71871871871872,0.04388968353575587,1.5550508657667088
AB,0.99,8.73873873873874,0.04144425918188913,1.5550508657667088
AB,0.99,8.75875875875876,0.03884649945099663,1.5550508657667088
AB,0.99,8.77877877877878,0.03610732206936829,1.5550508657667088
AB,0.99,8.7987987987988,0.03323815010150161,1.5550508657667088
AB,0.99,8.81881881881882,0.030250864953393415,1.5550508657667088
AB,0.99,8.83883883883884,0.027157757796880747,1.5550508657667088
AB,0.99,8.85885885885886,0.02397147961118082,1.5550508657667088
AB,0.99,8.87887887887888,0.020704990042302307,1.5550508657667088
AB,0.99,8.8988988988989,0.01737150528471595,1.5550508657667088
AB,0.99,8.91891891891892,0.013984445192584802,1.5550508657667088
AB,0.99,8.93893893893894,0.010557379829949478,1.5550508657667088
AB,0.99,8.95895895895896,0.007103975670537055,1.5550508657667088
AB,0.99,8.97897897897898,0.0036379416583185377,1.5550508657667088
AB,0.99,8.998998998999,0.00017297533956485013,1.5550508657667088
AB,0.99,9.01901901901902,0.0032772907240257213,1.5550508657667088
AB,0.99,9.03903903903904,0.006699342053551324,1.5550508657667088
AB,0.99,9.05905905905906,0.010079834657690865,1.5550508657667088
AB,0.99,9.07907907907908,0.013405646542830387,1.5550508657667088
AB,0.99,9.0990990990991,0.016663928131645155,1.5550508657667088
AB,0.99,9.11911911911912,0.01984215139833959,1.5550508657667088
AB,0.99,9.13913913913914,0.02292815753454497,1.5550508657667088
AB,0.99,9.15915915915916,0.02591020296638078,1.5550508657667088
AB,0.99,9.17917917917918,0.028777003550355368,1.5550508657667088
AB,0.99,9.1991991991992,0.031517776783592806,1.5550508657667088
AB,0.99,9.21921921921922,0.034122281872285845,1.5550508657667088
AB,0.99,9.23923923923924,0.03658085751126704,1.5550508657667088
AB,0.99,9.25925925925926,0.03888445723710571,1.5550508657667088
AB,0.99,9.27927927927928,0.04102468222715685,1.5550508657667088
AB,0.99,9.2992992992993,0.04299381142745681,1.5550508657667088
AB,0.99,9.31931931931932,0.04478482890324147,1.5550508657667088
AB,0.99,9.33933933933934,0.04639144831711193,1.5550508657667088
AB,0.99,9.35935935935936,0.04780813445144239,1.5550508657667088
AB,0.99,9.37937937937938,0.04903012170347611,1.5550508657667088
AB,0.99,9.3993993993994,0.050053429493629314,1.5550508657667088
AB,0.99,9.41941941941942,0.050874874539784266,1.5550508657667088
AB,0.99,9.43943943943944,0.05149207996274493,1.5550508657667088
AB,0.99,9.45945945945946,0.05190348120050658,1.5550508657667088
AB,0.99,9.47947947947948,0.05210832872150401,1.5550508657667088
AB,0.99,9.4994994994995,0.052106687539506286,1.5550508657667088
AB,0.99,9.51951951951952,0.051899433545264835,1.5550508657667088
AB,0.99,9.53953953953954,0.051488246682355375,1.5550508657667088
AB,0.99,9.55955955955956,0.05087560100682923,1.5550508657667088
AB,0.99,9.57957957957958,0.0500647516822626,1.5550508657667088
AB,0.99,9.5995995995996,0.04905971897351797,1.5550508657667088
AB,0.99,9.61961961961962,0.04786526931396221,1.5550508657667088
AB,0.99,9.63963963963964,0.04648689353198285,1.5550508657667088
AB,0.99,9.65965965965966,0.0449307823333612,1.5550508657667088
AB,0.99,9.67967967967968,0.04320379914636106,1.5550508657667088
AB,0.99,9.6996996996997,0.0413134504462357,1.5550508657667088
AB,0.99,9.71971971971972,0.03926785368520589,1.5550508657667088
AB,0.99,9.73973973973974,0.03707570296278824,1.5550508657667088
AB,0.99,9.75975975975976,0.03474623257961396,1.5550508657667088
AB,0.99,9.77977977977978,0.03228917862555776,1.5550508657667088
AB,0.99,9.7997997997998,0.029714738760053337,1.5550508657667088
AB,0.99,9.81981981981982,0.02703353034889038,1.5550508657667088
AB,0.99,9.83983983983984,0.024256547127539965,1.5550508657667088
AB,0.99,9.85985985985986,0.021395114566128266,1.5550508657667088
AB,0.99,9.87987987987988,0.018460844115541504,1.5550508657667088
AB,0.99,9.8998998998999,0.015465586517804136,1.5550508657667088
AB,0.99,9.91991991991992,0.012421384366795683,1.5550508657667088
AB,0.99,9.93993993993994,0.009340424107564766,1.5550508657667088
AB,0.99,9.95995995995996,0.006234987663948109,1.5550508657667088
AB,0.99,9.97997997997998,0.003117403884913138,1.5550508657667088
AB,0.99,10.0,6.061855483066653e-17,1.5550508657667088
KO,0.01,-10.0,8.191419861581233e-19,0.021013490973503714
KO,0.01,-9.97997997997998,4.212565636178693e-05,0.021013490973503714
KO,0.01,-9.95995995995996,8.425374364309461e-05,0.021013490973503714
KO,0.01,-9.93993993993994,0.00012621768328860194,0.021013490973503714
KO,0.01,-9.91991991991992,0.00016785087485957477,0.021013490973503714
KO,0.01,-9.8998998998999,0.0002089873520192444,0.021013490973503714
KO,0.01,-9.87987987987988,0.00024946243864114727,0.021013490973503714
KO,0.01,-9.85985985985986,0.0002891134024678661,0.021013490973503714
KO,0.01,-9.83983983983984,0.00032778010374703506,0.021013490973503714
KO,0.01,-9.81981981981982,0.0003653056362810766,0.021013490973503714
KO,0.01,-9.7997997997998,0.00040153695834672254,0.021013490973503714
KO,0.01,-9.77977977977978,0.0004363255109700045,0.021013490973503714
KO,0.01,-9.75975975975976,0.0004695278210819088,0.021013490973503714
KO,0.01,-9.73973973973974,0.0005010060871293299,0.021013490973503714
KO,0.01,-9.71971971971972,0.0005306287447749183,0.021013490973503714
KO,0.01,-9.6996996996997,0.0005582710103879693,0.021013490973503714
KO,0.01,-9.67967967967968,0.0005838154001062269,0.021013490973503714
KO,0.01,-9.65965965965966,0.0006071522223352074,0.021013490973503714
KO,0.01,-9.63963963963964,0.0006281800416470098,0.021013490973503714
KO,0.01,-9.61961961961962,0.0006468061121443491,0.021013490973503714
KO,0.01,-9.5995995995996,0.0006629467784671863,0.021013490973503714
KO,0.01,-9.57957957957958,0.000676527842738591,0.021013490973503714
KO,0.01,-9.55955955955956,0.0006874848958728317,0.021013490973503714
KO,0.01,-9.53953953953954,0.0006957636118017008,0.021013490973503714
KO,0.01,-9.51951951951952,0.0007013200033142776,0.021013490973503714
KO,0.01,-9.4994994994995,0.0007041206383501407,0.021013490973503714
KO,0.01,-9.47947947947948,0.0007041428157360091,0.021013490973503714
KO,0.01,-9.45945945945946,0.0007013746995102405,0.021013490973503714
KO,0.01,-9.43943943943944,0.0006958154111380687,0.021013490973503714
KO,0.01,-9.41941941941942,0.0006874750790822507,0.021013490973503714
KO,0.01,-9.3993993993994,0.0006763748453583232,0.021013490973503714
KO,0.01,-9.37937937937938,0.0006625468288703234,0.021013490973503714
KO,0.01,-9.35935935935936,0.0006460340454909277,0.021013490973503714
KO,0.01,-9.33933933933934,0.0006268902850189106,0.021013490973503714
KO,0.01,-9.31931931931932,0.0006051799453159213,0.021013490973503714
KO,0.01,-9.2992992992993,0.000580977824093197,0.021013490973503714
KO,0.01,-9.27927927927928,0.0005543688689862754,0.021013490973503714
KO,0.01,-9.25925925925926,0.0005254478867214717,0.021013490973503714
KO,0.01,-9.23923923923924,0.0004943192123410295,0.021013490973503714
KO,0.01,-9.21921921921922,0.0004610963396140109,0.021013490973503714
KO,0.01,-9.1991991991992,0.0004259015139163245,0.021013490973503714
KO,0.01,-9.17917917917918,0.00038886528901530844,0.021013490973503714
KO,0.01,-9.15915915915916,0.0003501260493413166,0.021013490973503714
KO,0.01,-9.13913913913914,0.00030982949947022014,0.021013490973503714
KO,0.01,-9.11911911911912,0.0002681281226761202,0.021013490973503714
KO,0.01,-9.0990990990991,0.00022518061054214593,0.021013490973503714
KO,0.01,-9.07907907907908,0.00018115126573873026,0.021013490973503714
KO,0.01,-9.05905905905906,0.0001362093801924376,0.021013490973503714
KO,0.01,-9.03903903903904,9.052859097397144e-05,0.021013490973503714
KO,0.01,-9.01901901901902,4.428621633087694e-05,0.021013490973503714
KO,0.01,-8.998998998999,2.337425621632379e-06,0.021013490973503714
KO,0.01,-8.97897897897898,4.91597129599478e-05,0.021013490973503714
KO,0.01,-8.95895895895896,9.599642810090273e-05,0.021013490973503714
KO,0.01,-8.93893893893894,0.00014266247532109696,0.021013490973503714
KO,0.01,-8.91891891891892,0.00018897260487935944,0.021013490973503714
KO,0.01,-8.8988988988989,0.000234742140937346,0.021013490973503714
KO,0.01,-8.87887887887888,0.0002797877104462998,0.021013490973503714
KO,0.01,-8.85885885885886,0.0003239279701521005,0.021013490973503714
KO,0.01,-8.83883883883884,0.00036698432886565644,0.021013490973503714
KO,0.01,-8.81881881881882,0.0004087816621518653,0.021013490973503714
KO,0.01,-8.7987987987988,0.0004491490166075687,0.021013490973503714
KO,0.01,-8.77877877877878,0.0004879203009272429,0.021013490973503714
KO,0.01,-8.75875875875876,0.0005249349609945154,0.021013490973503714
KO,0.01,-8.73873873873874,0.0005600386362878163,0.021013490973503714
KO,0.01,-8.71871871871872,0.0005930837949495743,0.021013490973503714
KO,0.01,-8.6986986986987,0.0006239303449399004,0.021013490973503714
KO,0.01,-8.67867867867868,0.0006524462187777086,0.021013490973503714
KO,0.01,-8.65865865865866,0.0006785079294642236,0.021013490973503714
KO,0.01,-8.63863863863864,0.0007020010952856353,0.021013490973503714
KO,0.01,-8.618618618618619,0.0007228209313028087,0.021013490973503714
KO,0.01,-8.598598598598599,0.0007408727054562167,0.021013490973503714
KO,0.01,-8.578578578578579,0.0007560721573429972,0.021013490973503714
KO,0.01,-8.558558558558559,0.0007683458778599748,0.021013490973503714
KO,0.01,-8.538538538538539,0.000777631648051016,0.021013490973503714
KO,0.01,-8.518518518518519,0.0007838787356487115,0.021013490973503714
KO,0.01,-8.498498498498499,0.0007870481479585632,0.021013490973503714
KO,0.01,-8.478478478478479,0.0007871128398979646,0.021013490973503714
KO,0.01,-8.458458458458459,0.0007840578761717502,0.021013490973503714
KO,0.01,-8.438438438438439,0.0007778805467402566,0.021013490973503714
KO,0.01,-8.418418418418419,0.0007685904349140733,0.021013490973503714
KO,0.01,-8.398398398398399,0.0007562094375912865,0.021013490973503714
KO,0.01,-8.378378378378379,0.0007407717373373083,0.021013490973503714
KO,0.01,-8.358358358358359,0.0007223237261937037,0.021013490973503714
KO,0.01,-8.338338338338339,0.000700923881289969,0.021013490973503714
KO,0.01,-8.318318318318319,0.0006766425925203665,0.021013490973503714
KO,0.01,-8.298298298298299,0.0006495619427358561,0.021013490973503714
KO,0.01,-8.278278278278279,0.0006197754410882211,0.021013490973503714
KO,0.01,-8.258258258258259,0.0005873877103488949,0.021013490973503714
KO,0.01,-8.238238238238239,0.0005525141292080848,0.021013490973503714
KO,0.01,-8.218218218218219,0.0005152804307397278,0.021013490973503714
KO,0.01,-8.198198198198199,0.00047582225839405906,0.021013490973503714
KO,0.01,-8.178178178178179,0.00043428468105126075,0.021013490973503714
KO,0.01,-8.158158158158159,0.0003908216688362036,0.021013490973503714
KO,0.01,-8.138138138138139,0.0003455955315550017,0.021013490973503714
KO,0.01,-8.118118118118119,0.00029877632176829034,0.021013490973503714
KO,0.01,-8.098098098098099,0.0002505412046632942,0.021013490973503714
KO,0.01,-8.078078078078079,0.00020107379702604284,0.021013490973503714
KO,0.01,-8.058058058058059,0.00015056347774627344,0.021013490973503714
KO,0.01,-8.038038038038039,9.920467240976554e-05,0.021013490973503714
KO,0.01,-8.018018018018019,4.719611464578208e-05,0.021013490973503714
KO,0.01,-7.997997997997998,5.259912999652541e-06,0.021013490973503714
KO,0.01,-7.977977977977978,5.795835580101273e-05,0.021013490973503714
KO,0.01,-7.957957957957958,0.00011069217825547653,0.021013490973503714
KO,0.01,-7.937937937937938,0.00016325316713318257,0.021013490973503714
KO,0.01,-7.917917917917918,0.00021543274309908662,0.021013490973503714
KO,0.01,-7.897897897897898,0.00026702277778183097,0.021013490973503714
KO,0.01,-7.877877877877878,0.0003178164131288223,0.021013490973503714
KO,0.01,-7.857857857857858,0.0003676088798627164,0.021013490973503714
KO,0.01,-7.837837837837838,0.00041619831184254766,0.021013490973503714
KO,0.01,-7.817817817817818,0.0004633865531332747,0.021013490973503714
KO,0.01,-7.797797797797798,0.0005089799546003612,0.021013490973503714
KO,0.01,-7.777777777777778,0.0005527901568712971,0.021013490973503714
KO,0.01,-7.757757757757758,0.0005946348565435369,0.021013490973503714
KO,0.01,-7.737737737737738,0.000634338552568323,0.021013490973503714
KO,0.01,-7.717717717717718,0.0006717332698018009,0.021013490973503714
KO,0.01,-7.697697697697698,0.0007066592567888764,0.021013490973503714
KO,0.01,-7.677677677677678,0.0007389656549309573,0.021013490973503714
KO,0.01,-7.657657657657658,0.0007685111362858775,0.021013490973503714
KO,0.01,-7.637637637637638,0.0007951645073565967,0.021013490973503714
KO,0.01,-7.617617617617618,0.0008188052763442758,0.021013490973503714
KO,0.01,-7.597597597597598,0.0008393241814707809,0.021013490973503714
KO,0.01,-7.5775775775775776,0.0008566236781149014,0.021013490973503714
KO,0.01,-7.5575575575575575,0.0008706183826553119,0.021013490973503714
KO,0.01,-7.5375375375375375,0.0008812354710708739,0.021013490973503714
KO,0.01,-7.5175175175175175,0.0008884150305147825,0.021013490973503714
KO,0.01,-7.4974974974974975,0.000892110362252663,0.021013490973503714
KO,0.01,-7.4774774774774775,0.0008922882345354393,0.021013490973503714
KO,0.01,-7.4574574574574575,0.0008889290841648868,0.021013490973503714
KO,0.01,-7.4374374374374375,0.000882027165702638,0.021013490973503714
KO,0.01,-7.4174174174174174,0.0008715906474712573,0.021013490973503714
KO,0.01,-7.397397397397397,0.0008576416536981238,0.021013490973503714
KO,0.01,-7.377377377377377,0.00084021625235851,0.021013490973503714
KO,0.01,-7.357357357357357,0.0008193643884826068,0.021013490973503714
KO,0.01,-7.337337337337337,0.000795149762901585,0.021013490973503714
KO,0.01,-7.317317317317317,0.0007676496566192531,0.021013490973503714
KO,0.01,-7.297297297297297,0.0007369547012076794,0.021013490973503714
KO,0.01,-7.277277277277277,0.0007031685958364919,0.021013490973503714
KO,0.01,-7.257257257257257,0.0006664077717555909,0.021013490973503714
KO,0.01,-7.237237237237237,0.0006268010052589957,0.021013490973503714
KO,0.01,-7.217217217217217,0.0005844889803624889,0.021013490973503714
KO,0.01,-7.197197197197197,0.0005396238026290848,0.021013490973503714
KO,0.01,-7.177177177177177,0.0004923684657730915,0.021013490973503714
KO,0.01,-7.157157157157157,0.00044289627286502996,0.021013490973503714
KO,0.01,-7.137137137137137,0.0003913902141450793,0.021013490973503714
KO,0.01,-7.117117117117117,0.0003380423036313986,0.021013490973503714
KO,0.01,-7.097097097097097,0.00028305287688067425,0.021013490973503714
KO,0.01,-7.077077077077077,0.0002266298524212209,0.021013490973503714
KO,0.01,-7.057057057057057,0.0001689879595328981,0.021013490973503714
KO,0.01,-7.037037037037037,0.00011034793519259627,0.021013490973503714
KO,0.01,-7.017017017017017,5.093569313836412e-05,0.021013490973503714
KO,0.01,-6.996996996996997,9.018531871032913e-06,0.021013490973503714
KO,0.01,-6.976976976976977,6.928106141202223e-05,0.021013490973503714
KO,0.01,-6.956956956956957,0.00012961566907767176,0.021013490973503714
KO,0.01,-6.936936936936937,0.00018978449110625822,0.021013490973503714
KO,0.01,-6.916916916916917,0.00024954894850251946,0.021013490973503714
KO,0.01,-6.896896896896897,0.0003086706771340729,0.021013490973503714
KO,0.01,-6.876876876876877,0.0003669124622356503,0.021013490973503714
KO,0.01,-6.856856856856857,0.00042403917371735194,0.021013490973503714
KO,0.01,-6.836836836836837,0.0004798186986505598,0.021013490973503714
KO,0.01,-6.816816816816817,0.0005340228672961952,0.021013490973503714
KO,0.01,-6.796796796796797,0.0005864283690451981,0.021013490973503714
KO,0.01,-6.776776776776776,0.0006368176546602022,0.021013490973503714
KO,0.01,-6.756756756756756,0.0006849798212405175,0.021013490973503714
KO,0.01,-6.736736736736736,0.0007307114763796058,0.021013490973503714
KO,0.01,-6.716716716716716,0.0007738175780451576,0.021013490973503714
KO,0.01,-6.696696696696696,0.0008141122467864778,0.021013490973503714
KO,0.01,-6.676676676676676,0.0008514195469619502,0.021013490973503714
KO,0.01,-6.656656656656656,0.0008855742337806294,0.021013490973503714
KO,0.01,-6.636636636636636,0.0009164224630661008,0.021013490973503714
KO,0.01,-6.616616616616616,0.00094382246077748,0.021013490973503714
KO,0.01,-6.596596596596596,0.0009676451494610772,0.021013490973503714
KO,0.01,-6.576576576576576,0.0009877747289566625,0.021013490973503714
KO,0.01,-6.556556556556556,0.001004109208843717,0.021013490973503714
KO,0.01,-6.536536536536536,0.0010165608902850721,0.021013490973503714
KO,0.01,-6.516516516516516,0.0010250567951072746,0.021013490973503714
KO,0.01,-6.496496496496496,0.0010295390401483162,0.021013490973503714
KO,0.01,-6.476476476476476,0.0010299651551031884,0.021013490973503714
KO,0.01,-6.456456456456456,0.0010263083423055382,0.021013490973503714
KO,0.01,-6.436436436436436,0.0010185576770985949,0.021013490973503714
KO,0.01,-6.416416416416416,0.0010067182476698393,0.021013490973503714
KO,0.01,-6.396396396396396,0.0009908112334507033,0.021013490973503714
KO,0.01,-6.376376376376376,0.0009708739214141578,0.021013490973503714
KO,0.01,-6.356356356356356,0.0009469596598384212,0.021013490973503714
KO,0.01,-6.336336336336336,0.0009191377493434219,0.021013490973503714
KO,0.01,-6.316316316316316,0.000887493271247089,0.021013490973503714
KO,0.01,-6.296296296296296,0.0008521268535301883,0.021013490973503714
KO,0.01,-6.276276276276276,0.0008131543749402874,0.021013490973503714
KO,0.01,-6.256256256256256,0.000770706608006701,0.021013490973503714
KO,0.01,-6.236236236236236,0.0007249288019778303,0.021013490973503714
KO,0.01,-6.216216216216216,0.000675980206929499,0.021013490973503714
KO,0.01,-6.196196196196196,0.0006240335405265371,0.021013490973503714
KO,0.01,-6.176176176176176,0.000569274399149224,0.021013490973503714
KO,0.01,-6.156156156156156,0.0005119006153202883,0.021013490973503714
KO,0.01,-6.136136136136136,0.00045212156358621203,0.021013490973503714
KO,0.01,-6.116116116116116,0.0003901574172174634,0.021013490973503714
KO,0.01,-6.096096096096096,0.00032623835829556776,0.021013490973503714
KO,0.01,-6.076076076076076,0.00026060374394936374,0.021013490973503714
KO,0.01,-6.056056056056056,0.0001935012316878951,0.021013490973503714
KO,0.01,-6.036036036036036,0.00012518586695227065,0.021013490973503714
KO,0.01,-6.016016016016016,5.591913617275682e-05,0.021013490973503714
KO,0.01,-5.995995995995996,1.4032011230189437e-05,0.021013490973503714
KO,0.01,-5.975975975975976,8.439616832226694e-05,0.021013490973503714
KO,0.01,-5.955955955955956,0.0001548984999029798,0.021013490973503714
KO,0.01,-5.935935935935936,0.00022526179170474244,0.021013490973503714
KO,0.01,-5.915915915915916,0.0002952075156236263,0.021013490973503714
KO,0.01,-5.895895895895896,0.00036445690697640114,0.021013490973503714
KO,0.01,-5.875875875875876,0.00043273204970766313,0.021013490973503714
KO,0.01,-5.8558558558558556,0.0004997569654153313,0.021013490973503714
KO,0.01,-5.8358358358358355,0.0005652587020224414,0.021013490973503714
KO,0.01,-5.8158158158158155,0.0006289684178987091,0.021013490973503714
KO,0.01,-5.7957957957957955,0.0006906224572266165,0.021013490973503714
KO,0.01,-5.7757757757757755,0.0007499634124140741,0.021013490973503714
KO,0.01,-5.7557557557557555,0.0008067411693790669,0.021013490973503714
KO,0.01,-5.7357357357357355,0.0008607139315710096,0.021013490973503714
KO,0.01,-5.7157157157157155,0.0009116492186490265,0.021013490973503714
KO,0.01,-5.6956956956956954,0.0009593248358085014,0.021013490973503714
KO,0.01,-5.675675675675675,0.0010035298098342606,0.021013490973503714
KO,0.01,-5.655655655655655,0.001044065288061119,0.021013490973503714
KO,0.01,-5.635635635635635,0.001080745396540103,0.021013490973503714
KO,0.01,-5.615615615615615,0.001113398053840975,0.021013490973503714
KO,0.01,-5.595595595595595,0.0011418657370685056,0.021013490973503714
KO,0.01,-5.575575575575575,0.001166006196830535,0.021013490973503714
KO,0.01,-5.555555555555555,0.0011856931180699512,0.021013490973503714
KO,0.01,-5.535535535535535,0.001200816723859568,0.021013490973503714
KO,0.01,-5.515515515515515,0.0012112843194579336,0.021013490973503714
KO,0.01,-5.495495495495495,0.0012170207741346215,0.021013490973503714
KO,0.01,-5.475475475475475,0.001217968938494887,0.021013490973503714
KO,0.01,-5.455455455455455,0.001214089995264865,0.021013490973503714
KO,0.01,-5.435435435435435,0.001205363741738979,0.021013490973503714
KO,0.01,-5.415415415415415,0.001191788802340052,0.021013490973503714
KO,0.01,-5.395395395395395,0.0011733827699988751,0.021013490973503714
KO,0.01,-5.375375375375375,0.0011501822753227538,0.021013490973503714
KO,0.01,-5.355355355355355,0.001122242982790925,0.021013490973503714
KO,0.01,-5.335335335335335,0.0010896395134876334,0.021013490973503714
KO,0.01,-5.315315315315315,0.0010524652941601967,0.021013490973503714
KO,0.01,-5.295295295295295,0.0010108323326684682,0.021013490973503714
KO,0.01,-5.275275275275275,0.0009648709201727073,0.021013490973503714
KO,0.01,-5.255255255255255,0.000914729260687954,0.021013490973503714
KO,0.01,-5.235235235235235,0.0008605730289135667,0.021013490973503714
KO,0.01,-5.215215215215215,0.0008025848575253844,0.021013490973503714
KO,0.01,-5.195195195195195,0.0007409637553942481,0.021013490973503714
KO,0.01,-5.175175175175175,0.0006759244584670123,0.021013490973503714
KO,0.01,-5.155155155155155,0.000607696715313842,0.021013490973503714
KO,0.01,-5.135135135135135,0.0005365245096073867,0.021013490973503714
KO,0.01,-5.115115115115115,0.0004626652220544584,0.021013490973503714
KO,0.01,-5.095095095095095,0.00038638873454784105,0.021013490973503714
KO,0.01,-5.075075075075075,0.0003079764795442685,0.021013490973503714
KO,0.01,-5.055055055055055,0.00022772043790305802,0.021013490973503714
KO,0.01,-5.035035035035035,0.00014592208863771635,0.021013490973503714
KO,0.01,-5.015015015015015,6.289131423913052e-05,0.021013490973503714
KO,0.01,-4.994994994994995,2.105473457729637e-05,0.021013490973503714
KO,0.01,-4.974974974974975,0.00010559281066753537,0.021013490973503714
KO,0.01,-4.954954954954955,0.00019039477459819926,0.021013490973503714
KO,0.01,-4.934934934934935,0.0002751288267776773,0.021013490973503714
KO,0.01,-4.914914914914915,0.0003594607630909936,0.021013490973503714
KO,0.01,-4.894894894894895,0.0004430552494296384,0.021013490973503714
KO,0.01,-4.874874874874875,0.0005255771104035965,0.021013490973503714
KO,0.01,-4.854854854854855,0.0006066926274356244,0.021013490973503714
KO,0.01,-4.834834834834835,0.0006860708413682523,0.021013490973503714
KO,0.01,-4.814814814814815,0.000763384854662082,0.021013490973503714
KO,0.01,-4.794794794794795,0.0008383131282303149,0.021013490973503714
KO,0.01,-4.774774774774775,0.0009105407679390143,0.021013490973503714
KO,0.01,-4.754754754754755,0.0009797607958057786,0.021013490973503714
KO,0.01,-4.734734734734735,0.0010456754009513642,0.021013490973503714
KO,0.01,-4.714714714714715,0.001107997165399215,0.021013490973503714
KO,0.01,-4.694694694694695,0.001166450259876985,0.021013490973503714
KO,0.01,-4.674674674674675,0.0012207716048518533,0.021013490973503714
KO,0.01,-4.654654654654655,0.0012707119921274133,0.021013490973503714
KO,0.01,-4.634634634634635,0.0013160371624440987,0.021013490973503714
KO,0.01,-4.614614614614615,0.0013565288346571258,0.021013490973503714
KO,0.01,-4.594594594594595,0.0013919856822153522,0.021013490973503714
KO,0.01,-4.574574574574575,0.0014222242528308807,0.021013490973503714
KO,0.01,-4.554554554554555,0.001447079827412234,0.021013490973503714
KO,0.01,-4.534534534534535,0.0014664072145327358,0.021013490973503714
KO,0.01,-4.514514514514515,0.0014800814769199283,0.021013490973503714
KO,0.01,-4.494494494494495,0.0014879985866806044,0.021013490973503714
KO,0.01,-4.474474474474475,0.0014900760062186225,0.021013490973503714
KO,0.01,-4.454454454454455,0.0014862531920583062,0.021013490973503714
KO,0.01,-4.434434434434435,0.0014764920190540357,0.021013490973503714
KO,0.01,-4.414414414414415,0.001460777122745697,0.021013490973503714
KO,0.01,-4.394394394394395,0.0014391161579090236,0.021013490973503714
KO,0.01,-4.374374374374375,0.0014115399716485282,0.021013490973503714
KO,0.01,-4.354354354354355,0.0013781026896876392,0.021013490973503714
KO,0.01,-4.334334334334335,0.0013388817148247576,0.021013490973503714
KO,0.01,-4.314314314314315,0.0012939776368441221,0.021013490973503714
KO,0.01,-4.2942942942942945,0.0012435140534954366,0.021013490973503714
KO,0.01,-4.2742742742742745,0.0011876373024850696,0.021013490973503714
KO,0.01,-4.2542542542542545,0.0011265161047530703,0.021013490973503714
KO,0.01,-4.2342342342342345,0.0010603411196429774,0.021013490973503714
KO,0.01,-4.2142142142142145,0.0009893244129043704,0.021013490973503714
KO,0.01,-4.1941941941941945,0.0009136988387999701,0.021013490973503714
KO,0.01,-4.1741741741741745,0.0008337173379186088,0.021013490973503714
KO,0.01,-4.1541541541541545,0.0007496521526214752,0.021013490973503714
KO,0.01,-4.134134134134134,0.0006617939623702645,0.021013490973503714
KO,0.01,-4.114114114114114,0.0005704509415012532,0.021013490973503714
KO,0.01,-4.094094094094094,0.00047594774231739164,0.021013490973503714
KO,0.01,-4.074074074074074,0.00037862440667040805,0.021013490973503714
KO,0.01,-4.054054054054054,0.00027883520949526045,0.021013490973503714
KO,0.01,-4.034034034034034,0.00017694743803892867,0.021013490973503714
KO,0.01,-4.014014014014014,7.334011079362497e-05,0.021013490973503714
KO,0.01,-3.9939939939939944,3.159735960024738e-05,0.021013490973503714
KO,0.01,-3.9739739739739743,0.00013746655497467406,0.021013490973503714
KO,0.01,-3.9539539539539543,0.00024386148704466114,0.021013490973503714
KO,0.01,-3.9339339339339343,0.00035037007466441714,0.021013490973503714
KO,0.01,-3.9139139139139143,0.00045657565779021935,0.021013490973503714
KO,0.01,-3.8938938938938943,0.0005620585428339562,0.021013490973503714
KO,0.01,-3.8738738738738743,0.000666397573932419,0.021013490973503714
KO,0.01,-3.8538538538538543,0.0007691717245174282,0.021013490973503714
KO,0.01,-3.8338338338338342,0.0008699617034512113,0.021013490973503714
KO,0.01,-3.8138138138138142,0.0009683515698909169,0.021013490973503714
KO,0.01,-3.7937937937937942,0.0010639303509662513,0.021013490973503714
KO,0.01,-3.773773773773774,0.0011562936562951197,0.021013490973503714
KO,0.01,-3.753753753753754,0.0012450452833245775,0.021013490973503714
KO,0.01,-3.733733733733734,0.001329798807468278,0.021013490973503714
KO,0.01,-3.713713713713714,0.0014101791510174647,0.021013490973503714
KO,0.01,-3.693693693693694,0.0014858241248302223,0.021013490973503714
KO,0.01,-3.673673673673674,0.0015563859368534088,0.021013490973503714
KO,0.01,-3.653653653653654,0.0016215326616034582,0.021013490973503714
